SM_SYMBOL_NAME,SEM_SMST_SECURITY_ID
PDS LIMITED,5264
ALIVUS LIFE SCIENCES LTD,5265
UTI ASSET MNGMT CO LTD,527
ROLEX RINGS LIMITED,5279
PRITIKA AUTO INDUS LTD,5292
BPL LTD,530
REX PIPES AND CABLES LTD,5312
UGRO CAPITAL LIMITED,5313
EXXARO TILES LIMITED,5352
KRSNAA DIAGNOSTICS LTD,5359
WINDLAS BIOTECH LIMITED,5366
DEVYANI INTERNATIONAL LTD,5373
ASAHI INDIA GLASS LIMITED,5378
EPIGRAL LIMITED,5382
AAVAS FINANCIERS LIMITED,5385
MEGHMANI ORGANICS LIMITED,5394
NAKODA GROUP OF IND. LTD,5401
CARTRADE TECH LIMITED,5407
NUVOCO VISTAS CORP LTD,5426
TRIGYN TECHNOLOGIES LTD,5428
APTUS VALUE HSG FIN I LTD,5435
CHEMPLAST SANMAR LIMITED,5449
DUDIGITAL GLOBAL LIMITED,5457
PARIN ENTERPRISES LIMITED,5460
BRITANNIA INDUSTRIES LTD,547
GARDEN REACH SHIP&ENG LTD,5475
YUKEN INDIA LIMITED,5501
SERVOTECH REN POW SYS LTD,5507
NANDANI CREATION LIMITED,5516
KOTHARI PRODUCTS LTD,5528
ABM INTERNATIONAL LTD,5551
ACUTAAS CHEMICALS LIMITED,5578
VIJAYA DIAGNOSTIC CEN LTD,5585
BSL LTD,559
INTL CONVEYORS LIMITED,5606
ASTRAZENECA PHARMA IND LT,5610
GANESH BENZOPLAST LIMITED,5614
CEMINDIA PROJECTS LIMITED,5622
J & K BANK LTD.,5633
PAR DRUGS AND CHEM LTD,5637
ONWARD TECHNOLOGIES LTD.,5647
SHANTI OVERSEAS INDIA LTD,5650
BEW ENGINEERING LIMITED,5662
ARCHIES LTD,5688
CITY UNION BANK LTD,5701
FELIX INDUSTRIES LTD.,573
CYIENT LIMITED,5748
SANSERA ENGINEERING LTD,5751
LIKHITHA INFRASTRUC LTD,578
CAN FIN HOMES LTD,583
LAGNAM SPINTEX LIMITED,5865
QUADPRO ITES LIMITED,5870
PRECOT LIMITED,5884
AXIS BANK LIMITED,5900
PARAS DEF AND SPCE TECH L,5911
GRAPHITE INDIA LTD,592
INTELLECT DESIGN ARENA,5926
MONTE CARLO FASHIONS LTD.,5938
ULTRA WIRING CONN SYS LTD,5945
THE SOUTH INDIAN BANK LTD,5948
CARBORUNDUM UNIVERSAL LTD,595
COASTAL CORPORATION LTD,6006
JAINAM FER ALLOYS (I) LTD,6012
ADIT BIRL SUN LIF AMC LTD,6018
EURO (I) FRESH FOODS LTD,6042
PASUPATI ACRYLON LIMITED,6045
CYBERTECH SYSTEMS & SOFTW,6051
BOMBAY METRICS S C LTD,6052
ADANI TOTAL GAS LIMITED,6066
AIRO LAM LIMITED,6068
DYNAMIC SRVCS & SEC LTD,6079
DESTINY LOGISTICS & I LTD,6087
GOODLUCK INDIA LIMITED,6125
DIGJAM LTD,6136
PANSARI DEVELOPERS LTD,6141
ART NIRMAN LIMITED,6159
BHAGIRADHA CHEM & INDS L,6164
CENTURY ENKA LTD,619
FINEOTEX CHEMICAL LIMITED,6198
CAMLIN FINE SCIENCES LTD,6216
SIKKO INDUSTRIES LIMITED,6218
DHUNSERI TEA & IND. LTD.,6227
3I INFOTECH LIMITED,6232
PREMIER LIMITED,6248
D K ENTERPRISES GLOBAL L,6249
ADITYA BIRLA REAL EST LTD,625
ROLTA INDIA LTD,6258
SEL MANUFACTURING CO LTD,6262
PVP VENTURES LIMITED,6273
MEDICAMEN BIOTECH LIMITED,6278
CESC LTD,628
GULSHAN POLYOLS LIMITED,6286
APOLLO SINDOORI HOTEL LTD,6302
IGARASHI MOTORS INDIA LTD,634
NATIONAL ALUMINIUM CO LTD,6364
CHAMBAL FERTILIZERS LTD,637
COUNTRY CLUB HOSP HOL LTD,6385
LAMBODHARA TEXTILES LTD.,6407
DILIGENT MEDIA CORP LTD.,641
KRITI INDUSTRIES IND LTD,6417
MANGALAM ORGANICS LIMITED,6422
AIRTEL RS. 1.25 PPD UP,6435
KOTYARK INDUSTRIES LTD,6444
TECHNO ELEC & ENG CO. LTD,6445
SHUBHLAXMI JEWEL ART LTD,6451
IRIS BUSINESS SERV LTD,6501
GRP LIMITED,6543
FSN E COMMERCE VENTURES,6545
LAXMI COTSPIN LIMITED,6568
FINO PAYMENTS BANK LTD,6579
NIDAN LABS AND HEALTH LTD,6592
SONATA SOFTWARE LTD,6596
GENUS P&B LIMITED,6600
SJS ENTERPRISES LIMITED,6643
PB FINTECH LIMITED,6656
SIGACHI INDUSTRIES LTD,6663
FOODS & INNS LIMITED,6673
DRS DILIP ROADLINES LTD.,6686
ONE 97 COMMUNICATIONS LTD,6705
IL&FS INVESTMENT MANAGERS,6711
MOLD-TEK PACKAGING LTD,6713
SAPPHIRE FOODS INDIA LTD,6718
JINDAL STEEL LIMITED,6733
EXIDE INDUSTRIES LTD,676
INDO-NATIONAL LIMITED,6782
SBC EXPORTS LIMITED,6792
STEELCAST LIMITED,6803
LATENT VIEW ANALYTICS LTD,6818
FOCUS LIGHTG & FIXTRS LTD,6836
SARTHAK METALS LIMITED,6843
GREENLAM INDUSTRIES LTD.,6848
CHOLAMANDALAM IN & FIN CO,685
MIRCELECTR-DEPO,6853
DHRUV CONSULTANCY SER LTD,6858
BAJAJ HEALTHCARE LIMITED,6863
VISHNU CHEMICALS LIMITED,6908
RAJSHREE POLYPACK LTD,6913
CIPLA LTD,694
TARSONS PRODUCTS LIMITED,6943
GANESHA ECOSPHERE LIMITED,6944
LINC LIMITED,6955
MENON BEARINGS LIMITED,6961
GO FASHION INDIA LTD,6964
DMCC SPECIALITY CHEMICALS,6973
ICDS LTD,6977
BIRLASOFT LIMITED,6994
AARTI INDUSTRIES LTD,7
HEMISPHERE PROP IND LTD,701
SHIVALIK RASAYAN LIMITED,7016
DIC INDIA LIMITED,703
ASIAN ENERGY SERVICES LTD,7030
HESTER BIOSCIENCES LTD,7048
ACCELYA SOLN INDIA LTD,7053
SHRADHA INFRAPROJECTS LTD,708
STAR HEALTH & AL INS CO L,7083
SEJAL GLASS LIMITED,7091
TEGA INDUSTRIES LIMITED,7105
JULLUNDUR MOT AGENCY LTD,7109
ZODIAC ENERGY LIMITED,7138
SHALBY LIMITED,714
ANAND RATHI WEALTH LTD,7145
HEUBACH COLORANTS IND LTD,715
MIC ELECTRONICS LTD,7169
RATEGAIN TRAVEL TECHN LTD,7177
SHRIRAM PROPERTIES LTD,7200
JET FREIGHT LOGISTICS LTD,7211
C.E. INFO SYSTEMS LIMITED,7227
HCL TECHNOLOGIES LTD,7229
METRO BRANDS LIMITED,7242
MEDPLUS HEALTH SERV LTD,7254
JTL INDUSTRIES LIMITED,7287
DCM SHRIRAM IND LTD,7325
DATA PATTERNS INDIA LTD,7358
STRIDES PHARMA SCI LTD,7374
HP ADHESIVES LIMITED,7376
FOCE INDIA LIMITED,7385
COROMANDEL INTERNTL. LTD,739
SUPRIYA LIFESCIENCE LTD,7390
RAJESH EXPORTS LTD,7401
GLENMARK PHARMACEUTICALS,7406
MAN COAT METAL & IND LTD,7413
COSMO FIRST LIMITED,742
MANAK ALUMINIUM CO. LTD.,7420
HEC INFRA PROJECTS LTD,7425
NILA SPACES LIMITED,7450
MANAKSIA STEELS LTD,7482
WOCKHARDT LIMITED,7506
ZEN TECHNOLOGIES LIMITED,7508
TREJHARA SOLUTIONS LTD,7518
LCC INFOTECH LTD,7529
NRB BEARING LIMITED,7553
CAPITAL INDIA FINANCE LTD,756015
TINNA RUBBER AND INFR LTD,756020
WAAREE RENEWABLE TECH LTD,756038
NETWORK PEOPLE SRV TECH L,756324
TANKUP ENGINEERS LIMITED,756338
UNITED POLYFAB GUJ. LTD.,7564
ATC ENERGIES SYSTEM LTD,756402
SHRI AHIMSA NATURALS LTD,756409
KRISHIVAL FOODS LIMITED,756784
OSWAL PUMPS LIMITED,756802
FUSION RS.5 PPD UP,756833
ADITYA BIRLA LIFES BRAN L,756843
SAMAY PROJECT SERVICES L,756848
SIEMENS ENERGY INDIA LTD,756871
ARUNAYA ORGANICS LIMITED,756899
PRIMO CHEMICALS LIMITED,756925
SOLARA RS. 7 PPD UP,756939
MONOLITHISCH INDIA LTD,756961
PATIL AUTOMATION LIMITED,756963
CRISIL LTD,757
SCHLOSS BANGALORE LIMITED,757014
ACCRETION PHARMA LIMITED,757021
RAJOO ENGINEERS LIMITED,757049
VIRTUAL GALAXY INFOTECH L,757060
BELRISE INDUSTRIES LTD,757102
DAR CREDIT & CAPITAL LTD,757107
AEGIS VOPAK TERMINALS LTD,757336
LLOYD RS.0.50 PPD UP,757406
SACHEEROME LIMITED,757409
SCODA TUBES LIMITED,757478
N R VANDANA TEX IND LTD,757489
NEPTUNE PETROCHEMICALS L,757493
DIGITIDE SOLUTIONS LTD,757515
BLUSPRING ENTERPRISES LTD,757520
GANGA BATH FITTINGS LTD,757528
TRAVEL FOOD SERVICES LTD,757545
AAKAAR MEDICAL TECHNO LTD,757579
SAFE ENTER RETAIL FIX LTD,757583
MAYASHEEL VENTURES LTD,757587
INFLUX HEALTHTECH LIMITED,757605
ARISINFRA SOLUTIONS LTD,757614
SMARTEN POWER SYSTEMS LTD,757619
IWARE SUPPLYCHAIN SER LTD,757644
ATHER ENERGY LIMITED,757645
FISCHER MEDICAL VENTURE L,757658
HAPPY SQUARE OUTSOURC S L,757665
SILKY OVERSEAS LIMITED,757679
PUSHPA JEWELLERS LIMITED,757683
CEDAAR TEXTILE LIMITED,757687
SAVY INFRA AND LOGI LTD,757704
PICCADILY AGRO INDUSTRI L,757754
SUNTECH INFRA SOLUTIONS L,757763
SAMBHV STEEL TUBES LTD,757767
HDB FINANCIAL SERVICES L,757772
RAMA TELECOM LIMITED,757777
BRIGADE HOTEL VENTURE LTD,757794
INDOGULF CROPSCIENCES LTD,757801
PRO FX TECH LIMITED,757806
MOVING MEDIA ENTER LTD,757810
INDIQUBE SPACES LIMITED,757845
CRIZAC LIMITED,757850
TSC INDIA LIMITED,757858
GNG ELECTRONICS LIMITED,757862
SPUNWEB NONWOVEN LIMITED,757865
ANTHEM BIOSCIENCES LTD,757885
INTEGRITY INFRABUILD DE L,757902
BORANA WEAVES LIMITED,757919
BELLA CASA FASH AND RET L,757938
INFIBEAM RE.0.5 PPD UP,757943
EURO PANEL PRODUCTS LTD,757953
PASHUPATI COTSPIN LIMITED,757955
SMARTWORKS COWORKING SP L,757965
SELLOWRAP INDUSTRIES LTD,757982
CHEMBOND CHEMICAL LIMITED,757989
SHANTI GOLD INTERNATION L,758002
JEENA SIKHO LIFECARE LTD,758115
PERFECT INFRAENGINEER LTD,758121
CASH UR DRIVE MARKETING L,758129
GVPTECH RE.1 PPD UP,758136
SRI LOTUS DEVLPRS N RTY L,758145
M AND B ENGINEERING LTD,758150
RENOL POLYCHEM LIMITED,758157
PROSTARM INFO SYSTEMS LTD,758173
NIKITA PAPERS LIMITED,758178
BLUE WATER LOGISTICS LTD,758182
FLYSBS AVIATION LIMITED,758211
AARADHYA DISPOSAL INDUS L,758216
PARTH ELEC & ENG LTD,758220
JYOTI GLOBAL PLAST LTD,758221
BHADORA INDUSTRIES LTD,758225
JAINIK POWER CABLES LTD,758306
EPPELTONE ENGINEERS LTD,758346
SPANDANA RS.5 PPD UP,758420
MEDISTEP HEALTHCARE LTD,758423
ANB METAL CAST LIMITED,758427
SAWALIYA FOOD PRODUCTS L,758444
ALL TIME PLASTICS LIMITED,758448
CONNPLEX CINEMAS LIMITED,758453
JSW CEMENT LIMITED,758460
STUDIO LSD LIMITED,758527
RAYMOND REALTY LIMITED,758551
KALPATARU LIMITED,758558
ELLENBARRIE INDUS GASES L,758563
SHRI HARE-KRI SPO IRON L,758568
GLOBE CIVIL PROJECTS LTD,758572
EMKAY TOOLS LIMITED,758591
ARC INSULATION & INSU LTD,758670
EFC (I) LIMITED,758675
REGAAL RESOURCES LIMITED,758680
MAHENDRA REALTO & INFRA L,758685
ARFIN INDIA LIMITED,758703
CLASSIC ELECTRODE (IND) L,758736
ANONDITA MEDICARE LIMITED,758740
SHIVASHRIT FOODS LIMITED,758744
MANGAL ELECTRICAL IND L,758748
CYBERMEDIA RS.5 PPD UP,758822
LLOYD RE.0.50 PPD UP,758826
SG FINSERVE LIMITED,758853
ADITYA INFOTECH LIMITED,758858
LAXMI INDIA FINANCE LTD,758863
KAYTEX FABRICS LIMITED,758868
SG MART LIMITED,758889
VIGOR PLAST INDIA LIMITED,758898
OPTIVALUE TEK CONSULT LTD,758900
AMANTA HEALTHCARE LIMITED,758909
CAREER POINT EDUTECH LTD,758941
SNEHAA ORGANICS LIMITED,758946
STL NETWORKS LIMITED,758958
SATTVA ENGINEERING CSTN L,758960
CURRENT INFRAPROJECTS LTD,758964
ANLON HEALTHCARE LIMITED,758969
VIKRAN ENGINEERING LTD,758973
R&B DENIMS LIMITED,758981
GRETEX CORPORATE SERVICES,758986
ATLANTA ELECTRICALS LTD,759007
GANESH CONSUMER PRODUCT L,759012
IVALUE INFOSOLUTIONS LTD,759041
GK ENERGY LIMITED,759048
SIDDHI COTSPIN LIMITED,759056
SAATVIK GREEN ENERGY LTD,759057
RHETAN TMT LIMITED,759062
PRIME CABLE INDUSTRIES L,759075
DEV ACCELERATOR LIMITED,759080
URBAN COMPANY LIMITED,759084
GALAXY MEDICARE LIMITED,759092
SHRINGAR HOU OF MANGALS L,759093
HIGHWAY INFRASTRUCTURE L,759103
A B COTSPIN INDIA LIMITED,759130
TECHD CYBERSECURITY LTD,759141
VMS TMT LIMITED,759153
MANGALAM WORLDWIDE LTD,759169
TIGER LOGISTICS (INDIA) L,759176
BLUESTONE JEWEL LFSTL LTD,759291
PATEL RETAIL LIMITED,759439
SHREEJI SHIPPING GLOBAL L,759448
VIKRAM SOLAR LIMITED,759453
GEM AROMATICS LIMITED,759461
TAURIAN MPS LIMITED,759756
EURO PRATIK SALES LIMITED,759797
SOLARWORLD ENERGY SOL LTD,759929
SESHAASAI TECHNOLOGIES L,759934
MATRIX GEO SOLUTIONS LTD,759948
JARO INS OF TEC MG N RE L,759951
ANAND RATHI SH N STK BR L,759956
ECOLINE EXIM LIMITED,759964
CG POWER AND IND SOL LTD,760
CMS INFO SYSTEMS LIMITED,7603
VIVO COLLAB SOLUTIONS LTD,7610
ALPS INDUSTRIES LTD.,7623
SHREE RAMA MULTI TECH LTD,7634
IMAGICAAWORLD ENT LTD,7672
MONARCH NETWORTH CAP LTD,7679
DABUR INDIA LTD,772
ABAN OFFSHORE LTD.,7759
DSJ KEEP LEARNING LTD,778
BRAND CONCEPTS LIMITED,7783
UNIINFO TELECOM SERVI LTD,7791
TIMESCAN LOGISTICS IND L,7806
DALMIA BHARAT SUG IN LTD,781
WONDER ELECTRICALS LTD,7835
BHARTIYA INTERNATIONAL,7848
RAMCO SYSTEMS LTD.,7851
INOX WIND LIMITED,7852
GE POWER INDIA LIMITED,7862
MAHALAXMI RUBTECH LIMITED,7886
ALEMBIC LIMITED,79
LAKSHMI FIN IND CORP LTD,7902
THE BYKE HOSPITALITY LTD,7919
ZYDUS LIFESCIENCES LTD,7929
AGS TRANSACT TECH LTD,7935
AVANTI FEEDS LIMITED,7936
PRECISION METALIKS LTD,7950
MALLCOM (INDIA) LIMITED,7965
GARWARE HI-TECH FILMS LTD,7982
CINEVISTA LIMITED,8024
SHIVA TEXYARN LIMITED,804
DCM LTD,805
MAHINDRA LIFESPACE DEVLTD,8050
KARNATAKA BANK LIMITED,8054
DALMIA BHARAT LIMITED,8075
CROWN LIFTERS LIMITED,8083
BOMBAY SUPER HYBRID SEEDS,809
BETA DRUGS LIMITED,81
DCM SHRIRAM LIMITED,811
AWL AGRI BUSINESS LIMITED,8110
RPSG VENTURES LIMITED,8119
AJANTA PHARMA LIMITED,8124
BLB LIMITED,8132
DEV INFO TECHNOLOGY LTD,8146
VISAKA INDUSTRIES LTD,8150
MEGASTAR FOODS LIMITED,8153
FIBERWEB INDIA LIMITED,8159
SPENCER S RETAIL LIMITED,8163
VEDANT FASHIONS LIMITED,8167
DCW LTD,817
SAGARDEEP ALLOYS LIMITED,8175
RICHA INFO SYSTEMS LTD,8208
BANKA BIOLOO LIMITED,822
VAIDYA SANE AYUR LAB LTD,8262
SOFTTECH ENGINEERS LTD,8266
DEEPAK FERTILIZERS & PETR,827
PRITI INTERNATIONAL LTD,8304
BLUE STAR LIMITED,8311
SHIGAN QUANTUM TECH LTD,8394
CALIFORNIA SOFTWARE CO LT,8400
SRI HAVISHA HOSP & INFR L,8417
VIPUL LIMITED,8424
R. S. SOFTWARE (INDIA) LI,8426
RAJ RAYON INDUSTRIES LTD,8428
JAYBHARATMARU-,8444
MITCON CON & ENG SER LTD,8469
SMVD POLY PACK LIMITED,847
XELPMOC DESIGN & TECH LTD,8477
TVS MOTOR COMPANY  LTD,8479
GATEWAY DISTRIPARKS LTD,8510
SURANI STEEL TUBES LTD.,8513
SP REFRACTORIES LIMITED,8521
GMR POW AND URBAN INFRA L,8529
CHALET HOTELS LIMITED,8546
BLUE COAST HOTELS LIMITED,8552
COOL CAPS INDUSTRIES LTD,8560
THE HI-TECH GEARS LIMITED,8568
DHAMPUR SUGAR MILLS LTD.,857
NLC INDIA LIMITED,8585
A B N INTERCORP LIMITED,8588
AKSH OPTIFIBRE LIMITED,8591
MOTHERSON SUMI WRNG IND L,8596
KN AGRI RESOURCES LIMITED,8602
SWARAJ SUITING LIMITED,8608
INDO BORAX & CHEMICAL LTD,8623
VETO SWITCHGEAR CABLE LTD,8652
DEBOCK INDUSTRIES LIMITED,8657
MUKTA ARTS LIMITED,8687
VRL LOGISTICS LIMITED,8696
IND SWIFT LABORATORIES LT,8706
SHAILY ENG PLASTICS LTD,8727
P. E. ANALYTICS LIMITED,8735
PNB GILTS LIMITED,8736
ASTRON PAPER BORD MIL LTD,874
KRISHNA DEF AND ALD IND L,8782
ORISSA BENGAL CARRIER LTD,8797
SONAM LIMITED,8806
DR. REDDY S LABORATORIES,881
PRIVI SPECIALITY CHE LTD,8825
AVRO INDIA LIMITED,8827
GUJARAT AMBUJA EXPORTS LT,8828
BRIGHTCOM GROUP LIMITED,8833
USHA MARTIN LTD.,8840
UMA EXPORTS LIMITED,8845
CHOICE INTERNATIONAL LTD,8866
VERANDA LEARNING SOL LTD,8890
UNITECH LIMITED,8893
MINDPOOL TECHNOLOGIES LTD,8900
E2E NETWORKS LIMITED,8937
RITCO LOGISTICS LIMITED,8944
ELDECO HSG & IND LTD.,8953
TATA TELESERV(MAHARASTRA),8954
KHAITAN CHEM & FERT LTD,896
HARDWYN INDIA LIMITED,8962
HARIOM PIPE INDUSTRIES L,8968
UMIYA BUILDCON LIMITED,8998
THE ANUP ENGINEERING LTD,9014
VAXTEX COTFAB LIMITED,9027
UFO MOVIEZ INDIA LTD.,9039
ROTO PUMPS LIMITED,9049
PIX TRANSMISSIONS LIMITED,9087
EICHER MOTORS LTD,910
SOMA TEXTILEI NDUSTRIES L,9104
AGRO PHOS INDIA LIMITED,9105
ARVIND FASHIONS LIMITED,9111
INDO AMINES LIMITED,9116
TIPS MUSIC LIMITED,9117
EQUITAS SMALL FIN BNK LTD,913
BALAJI TELEFILMS LIMITED.,9158
EID PARRY INDIA LTD,916
EIH LIMITED,919
TPL PLASTECH LIMITED,9219
NILA INFRASTRUCTURES LTD,9253
ORCHID PHARMA LIMITED,926
ARROW GREENTECH LIMITED,9260
ELECTROSTEEL CASTINGS LTD,928
KRITIKA WIRES LIMITED,9288
GINNIFILAMENTS LTD.,9294
STARTECK FINANCE LIMITED,9305
STERLITE TECHNOLOGIES LTD,9309
PRITISH NANDY COMMUNICATI,9346
INDIAN OVERSEAS BANK,9348
TAJ GVK HOTELS & RESORTS,9354
MSTC LIMITED,9356
D. P. ABHUSHAN LIMITED,936
CAMPUS ACTIVEWEAR LIMITED,9362
ELGI EQUIPMENTS LTD,937
LE MERITE EXPORTS LIMITED,9372
TRUCAP FINANCE LIMITED,9378
IL&FS ENG AND CONS CO LTD,9380
IL&FS TRANS NET LTD,9381
CREATIVE EYE LIMITED,9384
PNC INFRATECH LTD.,9385
PROCTER & GAMBLE HEALTH L,940
RAINBOW CHILDRENS MED LTD,9408
SILVER TOUCH TECHNO LTD,9422
SKIPPER LIMITED,9428
NORBEN TEA &EXPORTS LTD,9431
AXISCADES TECH LTD,9436
SONU INFRATECH LIMITED,9458
LIFE INSURA CORP OF INDIA,9480
SAKAR HEALTHCARE LIMITED,9539
ESAB INDIA LTD,955
RAIL VIKAS NIGAM LIMITED,9552
PRUDENT CORP ADV SER LTD,9553
AKSHAR SPINTEX LIMITED,9558
KHFM HOS FAC MANA SER LTD,9570
MAHESHWARI LOGISTICS LTD.,9576
ESCORTS KUBOTA LIMITED,958
METROPOLIS HEALTHCARE LTD,9581
POLYCAB INDIA LIMITED,9590
VENUS PIPES & TUBES LTD,9592
DELHIVERY LIMITED,9599
SUPREME PETROCHEM LIMITED,9617
KHANDWALA SECURITIES LTD,9641
RELIANCE CHEMOTEX IND LTD,9652
MEDICO REMEDIES LIMITED,9667
HIKAL LIMITED,9668
SUBEX LTD,967
SOUTH WEST PINNACLE LTD,9678
KPIT TECHNOLOGIES LIMITED,9683
TRIDENT LIMITED,9685
PARADEEP PHOSPHATES LTD,9741
ETHOS LIMITED,9750
EMUDHRA LIMITED,9756
GLOBESECURE TECHNO LTD,9764
EPL LIMITED,981
AETHER INDUSTRIES LIMITED,9810
HAVELLS INDIA LIMITED,9819
RACHANA INFRA LTD,9854
FIDEL SOFTECH LIMITED,9858
WE WIN LIMITED,9862
NEXT MEDIAWORKS LIMITED,9867
AION-TECH SOLUTIONS LTD,9874
CHEVIOT COMPANY LIMITED,9879
CUBEXTUBINGS-ROLLSETT,9881
TAMILNADU TELECOMMUNICATI,9884
SMARTLINK HOLDINGS LTD,9889
AIRAN LIMITED,9897
AXITA COTTON LIMITED,9902
NEOGEN CHEMICALS LIMITED,9917
ALANKIT LIMITED,9921
EVEREST INDUSTRIES LTD,993
VIKAS LIFECARE LIMITED,9931
ONE POINT ONE SOL LTD,9939
BHALCHANDRAM CLOTHING LTD,9985
EUROTEX INDUSTRIES LTD,999
